Rooms,Footage,Rent,address,title,description,street,city,canton
4.5,180,2900,"Hans-Huberstrasse 41, 4500 Solothurn, SO",«Grosse Attikawohnung in kleinem Gewerbehaus»,"Grosszügige Dachterrasse mit gedecktem BereichNatursteinböden in der ganzen WohnungWohnküche mit Gasherd in Kochinsel und anschliessender SitzeckeBad en Suite Separate Dusche mit WC und UrinalHauswirtschaftsraum mit Waschmaschine und TumblerInnen und aussen CheminéeIn kleinem Gewerbehaus, 3 Minuten vom Autobahnanschluss Solothurn-West",Hans-Huberstrasse 41,4500 Solothurn,SO
3.0,60,940,"Bielstrasse 132, 2540 Grenchen, SO",«3-Zimmerwohnung im 2.OG süd-west»,3-Zimmerwohnung im 2.OG- Laminatboden in den Zimmern und im Korridor- Plattenboden in Küche und Bad- Geschirrspüler und Keramikkochfeld- Balkon West- KellerabteilKeine Parkmöglichkeiten vorhandenKaution 1-3 Monatsmieten (auch über Versicherung und Swisscaution möglich)Die Wohnung wird nach Auszug der Mieter neu gestrichen. Der Teppichboden im Schlafzimmer wird durch Laminat ersetzt.Die Bilder im Inserat sind von einer typgleichen Wohnung.,Bielstrasse 132,2540 Grenchen,SO
3.0,67,1250,"Lischmatt 2, 4616 Kappel SO, SO",«Helle Wohnung für Budgetbewusste»,"Wünschen Sie sich eine helle Wohnung an bester Lage im Gäu? Wir haben für Sie eine chice3-Zimmerwohnung.Für Ihre Wohnqualität:- Küche mit Glaskeramikherd, Geschirrspüler und  Granitabdeckung- Nasszelle mit Badewanne / Duschvorrichtung- Heller, pflegeleichter Plattenboden in Küche, Korridor und Nasszelle- Laminatboden im Wohn-, Schlaf- und Kinderzimmer- Einbauschränke im Korridor- Sonniger, grosser Balkon- Eigenes Kellerabteil- Eigenes Estrichabteil- Spielplatz im Garten vorhanden- Lift vorhandenAussenparkplatz für Fr. 50.00/Monat oder Einstellh",Lischmatt 2,4616 Kappel SO,SO
4.5,140,1650,"Biezwilstrasse 21, 3253 Schnottwil, SO",«Heimelig und grosszügig»,,Biezwilstrasse 21,3253 Schnottwil,SO
4.5,67,1400,"Allmendgasse 1, 4512 Bellach, SO","«4 1/2-Zimmerwohnung, 2. Stock links»","Die Liegenschaft befindet sich an zentraler, ruhiger und kinderfreundlicher Lage. Öffentliche Verkehrsmittel (Busstationen) stehen Ihnen in unmittelbarer Nähe zur Verfügung. Einkaufsmöglichkeiten und Schulen sind nur wenige Gehminuten entfernt. Ein Lift ist nicht vorhanden.Die offene Küche verfügt über einen zeitgemässen Komfort. Im Bad ist eine Badewanne vorhanden. Die Einbauschränke im Korridor sorgen für zusätzlichen Stauraum. In der Wohnung sind Platten- und Parkettböden verlegt. Zur Wohnung gehören ein grosszügiger Balkon sowie ein Kellera",Allmendgasse 1,4512 Bellach,SO
2.5,46,1150,"Baslerstrasse 81, 4632 Trimbach, SO",«Ideal für Singles - an zentraler Lage!»,"Wenige Gehminuten von Bus, Einkauf und Post wartet dieses Zuhause vielleicht gerade auf Sie. Hier einige Vorzüge:- Wohn- und Schlafzimmer mit Parkettböden- Moderne Küche mit Glaskeramik und Geschirrspüler- Bad mit Wanne/Lavabo/WC ohne Fenster- Grosszügiger Eingangsbereich- Balkon- Kellerabteil- Lift- Bushaltestelle unmittelbar bei der Liegenschaft- Coop/Apotheke/Post in 2 Gehminuten erreichbar- Es kann eine Einzelgarage für CHF 130. pro Monat dazu gemietet werden.- Die Wohnung wird unmöbliert vermietet.Haben wir Ihr Interesse geweckt? Vereinbar",Baslerstrasse 81,4632 Trimbach,SO
4.0,71,1260,"Lingerizstrasse 64b, 2540 Grenchen, SO",«Suchen. Finden. Wohnen.»,"Wir vermieten per sofort oder nach Vereinbarung eine attraktive Wohnung mit folgenden Highlights:- Küche mit Geschirrspüler und Glaskeramik- Bodenbeläge Wohnzimmer, Küche und Bad: Keramikplatten- Bodenbeläge Zimmer: Laminat- Bad mit Badewanne- Garderobe und Einbauschrank im Eingang- Gut besonnter Balkon- Kein Lift- Kellerabteil- Garage à CHF 120. kann dazu gemietet werden- Bushaltestelle direkt vor dem Haus- Einkaufsmöglichkeiten in der NäheGerne können Sie einen unverbindlichen Besichtigungstermin mit uns vereinbaren.",Lingerizstrasse 64b,2540 Grenchen,SO
4.5,95,1530,"Sälistrasse 3, 4658 Däniken SO, SO",«Gemütliche 4.5 Zimmerwohnung in Däniken»,"Nach Vereinbarung vermieten wir eine 4.5 Zimmerwohnung im 3. Obergeschoss.Die Wohnung verfügt über 95 m² und ist wie folgt ausgestattet:- Bodenbelag Wohnzimmer und Nebenräume: Parkett- Bodenbelag Nassräume: Linoleum- Küche mit Glaskeramikherd und Geschirrspüler. Bodenbelag: Platten- Badezimmer / WC und Dusche / WC- Einbauschränke im Entrée- Balkon- (Waschturm in der Wohnung auf Wunsch möglich)Die Liegenschaft ist ruhig und zentral gelegen. In der Nähe von Einkaufsmöglichkeiten, Restaurants und Schulen.Einstellhallenplätze können für 110.00 CHF",Sälistrasse 3,4658 Däniken SO,SO
3.0,80,1450,"Flurweg 1, 4528 Zuchwil, SO",«Charmante 3-Zimmerwohnung mit grosser Terrasse»,,Flurweg 1,4528 Zuchwil,SO
3.0,64,1340,"Haldenstrasse 33, 4600 Olten, SO",«Charmant wohnen an bevorzugter Lage!»,"An bevorzugter Lage in Olten vermieten wir eine helle ruhig gelegene 3-Zimmerwohnung:- Helle Küche mit Geschirrspüler, Glaskeramikherd,  Granitabdeckung und Balkon- Sanierte, helle Nasszelle mit Badewanne und Duschvorrichtung- Plattenboden in Küche, Nasszelle und Korridor- Laminatboden in Wohnzimmer und den Schlafzimmern- Einbauschrank im Korridor- Sonniger Balkon mit Aussicht- Eigenes KellerabteilDie Wohnung liegt im beliebten Schöngrundquartier Nähe ÖV, Einkauf und Schulen.Aufgrund der zentralen Lage und der ausgezeichneten Infrastruktur hat",Haldenstrasse 33,4600 Olten,SO
2.5,81,1300,"Sagmattstrasse 12, 4710 Balsthal, SO",«Ihre neue Wohnung steht für Sie bereit!»,"Wir vermieten per 01.04.23 oder nach Vereinbarung diese schöne, grosszügige und helle 2.5 Zimmer Wohnung mit 81 Quadratmeter an der Sagmattstrasse 12.Die geniale Wohnung hat Ihnen folgende Annehmlichkeiten zu bieten:Helle Räumlichkeitengrosse Küchemit Glaskeramikherdmit PlattenbodenWohnzimmer mit ParkettbodenSchlafzimmer mit ParkettbodenBadezimmer mit WC/BADPlattenboden im Badezimmerkein Balkonkein LiftKompakter und effizienter GrundrissAussen-Parkplatz à CHF 50.00 im MonatDer Bahnhof Thalbrücke ist nur zwei Gehminuten von der Liegenschaft entf",Sagmattstrasse 12,4710 Balsthal,SO
1.5,31,600,"Spitalstrasse 12, 4632 Trimbach, SO","«1,5 Zimmer Dachwohnung»",,Spitalstrasse 12,4632 Trimbach,SO
3.5,108,1810,"Apfelseestrasse 22, 4143 Dornach, SO",«Charmante 3.5-Zimmer-Dachwohnung mit Cheminée»,"Die Adimmo AG vermietet per sofort oder nach Vereinbarung diese schöne neu sanierte 3.5-Zimmer-Dachwohnung, welche über folgenden Ausbaustandard verfügt: - Wohnzimmer mit Cheminée, Parkettboden - Gang/Vorplatz mit praktischem Einbauschrank, Parkettboden - sanierte Einbauküche mit Geschirrwaschmaschine und Waschmaschine/Tumbler, Plattenboden- Bad/WC, Plattenboden - 2 Schlafzimmer mit Parkettböden - 2 Balkone- Estrichabteil - eigener Bastelraum Kein Lift vorhanden!Zusätzlich kann für CHF 120.00/Monat ein Einstellhallenplatz gemietet werden. Die L",Apfelseestrasse 22,4143 Dornach,SO
3.5,120,1990,"Hauptstrasse 76, 4522 Rüttenen, SO",«3.5 Zimmer plus Loggia 120 m² und Ankleide»,,Hauptstrasse 76,4522 Rüttenen,SO
4.5,110,2130,"Werdstrasse 19, 4623 Neuendorf, SO","«Wohnen Sie grosszügig, modern und ruhig!»","Familiäre, moderne und helle Wohnung mit sehr grosser Terrasse zu vermieten! - Offene Küche ausgestattet mit Glaskeramikherd, Backofen, Geschirrspüler, Granitabdeckung sowie einem  grossen Kühlschrank- Zwei helle, grosszügige Nasszellen (1 x mit Dusche / 1 x mit Badewanne)- Hochwertiger Eichenparkettboden im Korridor, Wohnzimmer und allen Schlafzimmer- Plattenboden in der Küche und in beiden Nasszellen- Fussbodenheizung in der ganzen Wohnung- Einbauschrank im Korridor vorhanden- Sonnige Terrasse (64m2) gegen Westen gerichtet- Spielplatz vorhand",Werdstrasse 19,4623 Neuendorf,SO
3.5,56,1258,"Aarauerstrasse 157, 4600 Olten, SO","«3,5-Zimmerwohnung»","Wir vermieten nach Vereinbarung eine 3,5-Zimmerwohnung mit viel Flair und Charme. Die Wohnung liegt an zentraler Lage in Olten. Ideal auch für Pendler.Zentrale LageHeimelige Räumlichkeiten mit ParkettbödenKüche mit Geschirrspüler und Glaskeramik-KochfeldBushaltestelle und Einkaufsmöglichkeiten in der NäheIn der Stadt Olten lassen sich Arbeit, Wohnen und Erholung optimal verbinden.Für ideale Verkehrsverbindungen sorgen die Autobahnen A1 und A2 sowie die zuverlässigen und guten Verbindungen mit Bus und Bahn. In kurzen Abständen bringt Sie beispie",Aarauerstrasse 157,4600 Olten,SO
4.5,115,1349,"Unterdorf 18, 4616 Kappel SO, SO",«gemütliche 4 1/2-Zimmer-Dachwohnung in kleinem Mehrfamilienhaus!»,,Unterdorf 18,4616 Kappel SO,SO
3.5,75,1250,"Bleichenbergstrasse 57, 4562 Biberist, SO",«3.5 Zimmer Wohnung mit Wintergarten»,,Bleichenbergstrasse 57,4562 Biberist,SO
3.5,120,2273,"Schützenstrasse 6, 4552 Derendingen, SO",«Attika Wohntraum am Bach mit grosser Dachterrasse»,,Schützenstrasse 6,4552 Derendingen,SO
2.5,45,1040,"Aesplistrasse 2, 4562 Biberist, SO",«Schöner wohnen...»,,Aesplistrasse 2,4562 Biberist,SO
2.0,30,999,"Solothurnerstrasse 204, 4600 Olten, SO",«2 Zimmer Wohnung mit separatem Eingang»,,Solothurnerstrasse 204,4600 Olten,SO
4.0,77,1450,"Dammstrasse 3, 2540 Grenchen, SO","«Helle, charmante Wohnung im 3. Obergeschoss (mit Lift)!»",,Dammstrasse 3,2540 Grenchen,SO
2.5,56,1220,"Brauereiweg 3, 4710 Balsthal, SO",«Wohnen im Dorfzentrum»,,Brauereiweg 3,4710 Balsthal,SO
2.5,69,1410,"Oltnerstrasse 64e, 5012 Schönenwerd, SO",«Oltnerstrasse 64e»,,Oltnerstrasse 64e,5012 Schönenwerd,SO
2.5,69,1425,"Schulhausstrasse 23, 4563 Gerlafingen, SO",«Ihr neues Zuhause!»,,Schulhausstrasse 23,4563 Gerlafingen,SO
2.5,59,1125,"Von Rollstrasse 2, 4702 Oensingen, SO",«2.5-Zimmer-Wohnung 3.OG mit Waschturm»,,Von Rollstrasse 2,4702 Oensingen,SO
3.5,80,1490,"Hauptstrasse 46, 4247 Grindel, SO","«3,5 Zi Whg mit Balkon und Lift»",,Hauptstrasse 46,4247 Grindel,SO
4.0,70,1490,"Rosenstrasse 5, 4542 Luterbach, SO",«4 Zimmerwohnung»,,Rosenstrasse 5,4542 Luterbach,SO
3.5,73,1396,"4227 Büsserach, SO",«GERÄUMIG MIT SONNIGEM BALKON»,"Dieses Objekt, das sehr gut erreichbar ist, hat eine gelungene Raumaufteilung. Die grosszügigen Einbauschränke bieten Ihnen viel Platz und Stauraum. Dazu gibt es zwei Schlafzimmer. Das grosse Zimmer hat einen direkten Ausgang auf den sonnigen Balkon, der ideal ist, um die Sonne in vollen Zügen zu geniessen.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- sonniger Balkon- viel Stauraum - zentral- gut geschnitten- ein Abstellplatz kann für CHF 100.-/Monat dazugemietet werden- und, und, und ...Interessiert? Kontaktieren Sie u",,4227 Büsserach,SO
3.5,70,1280,"Birkenweg 26, 4500 Solothurn, SO",«Gemütliche 3½-Zimmerwohnung in ruhigem Quartier zu vermieten»,,Birkenweg 26,4500 Solothurn,SO
3.0,53,1120,"Grossmatt 1, 2544 Bettlach, SO",«Schöne und ruhige Wohnung mit 2 Balkonen»,,Grossmatt 1,2544 Bettlach,SO
4.5,125,1690,"Herrengasse 14, 4710 Balsthal, SO","«Zu vermieten neu renovierte 4.5 Zi-Wohnung in Balsthal, Herrengasse 14»",,Herrengasse 14,4710 Balsthal,SO
3.0,65,1250,"Mätteliweg 1, 4632 Trimbach, SO",«3-Zimmerwohnung Hochparterre»,,Mätteliweg 1,4632 Trimbach,SO
4.5,128,2710,"Sandmattstrasse 26, 4532 Feldbrunnen, SO",«4.5-Zimmerwohnung mit Loggia und Balkon»,,Sandmattstrasse 26,4532 Feldbrunnen,SO
3.5,96,1840,"Rainweg 8, 4143 Dornach, SO","«Schöne 3,5-Zimmer-Dachwohnung mit gedeckter Terrasse»",,Rainweg 8,4143 Dornach,SO
3.5,115,1750,"Neumattstrasse 16, 4226 Breitenbach, SO",«Familienfreundliche 3.5 Zimmer Dachwohnung in zentraler Lage in Breitenbach»,,Neumattstrasse 16,4226 Breitenbach,SO
4.5,95,1590,"Fulenbacherstrasse 5, 4623 Neuendorf, SO",«4 1/2 Zimmerwohnung mit Blick ins Grüne»,,Fulenbacherstrasse 5,4623 Neuendorf,SO
4.5,100,1590,"Waldstrasse 14c, 4564 Obergerlafingen, SO",«gemütliche Wohnung in ruhigem 6-Familien-Haus»,,Waldstrasse 14c,4564 Obergerlafingen,SO
3.5,73,1400,"Hauptgasse 35, 4500 Solothurn, SO",«Altstadtwohnung mit Charme und grosser Terrasse zur Mitbenutzung»,,Hauptgasse 35,4500 Solothurn,SO
4.5,130,1650,"Glasergässli 4, 4710 Balsthal, SO",«4 1/2-Zimmer Maisonette Wohnung an sonniger Lage»,,Glasergässli 4,4710 Balsthal,SO
4.5,93,1540,"Bodenweg 8, 4226 Breitenbach, SO",«GEMÜTLICHE FAMILIENWOHNUNG AN RUHIGER LAGE IN BREITENBACH»,"Wir vermieten diese schöne Wohnung an ruhiger Lage, welche Ihnen folgenden Ausbaustandard bietet:Wohnzimmer mit Parkettboden sowie Zugang zum gemütlichen Balkon mit Aussicht ins Grüne und über die Dächer der Nachbarsliegenschaften2 Schlafzimmer mit Parkettböden (eines davon mit Dachschräge)Küche mit Glaskeramikherd, Geschirrspülmaschine, Backofen, Kühlschrank mit sep. Tiefkühler, Fenster, keramische BodenplattenBadezimmer mit Doppellavabo, Badewanne, Fenster, keramische Bodenplattensep. WC mit Lavabo und keramischen BodenplattenEin Kellerabteil",Bodenweg 8,4226 Breitenbach,SO
4.5,99,1720,"Speiserstrasse 2, 4600 Olten, SO",«An ruhiger Lage im Wilerfeldquartier»,,Speiserstrasse 2,4600 Olten,SO
3.5,82,1720,"Dorfstrasse 14, 4206 Seewen SO, SO",«Moderne 3.5-Zimmerwohnung mit Balkon»,An zentraler Wohnlage im ländlichen Seewen im Kanton Solothurn vermieten wir diese wunderschöne und moderne 3.5-Zimmerwohnung mit Balkon. Die Liegenschaft wurde im Jahr 2020 erstellt und umfasst 8 Wohnungen. Die Bushaltestelle und der Dorfladen sind in unmittelbarer Nähe und in nur wenigen Gehminuten erreichbar.Die Wohnung ist grosszügig geschnitten und zeichnet sich wie folgt aus:- offenes Wohn- und Esszimmer- grosszügige Küche- hochwertiger Bodenbelag (Langriemen-Eichenparkett)- Schlafzimmer mit Einbauschränken- 2 Badezimmer- eigener Waschtur,Dorfstrasse 14,4206 Seewen SO,SO
2.0,50,1030,"Untere Hardegg 2, 4600 Olten, SO",«*Ideale Wohnung für Pendler*»,,Untere Hardegg 2,4600 Olten,SO
3.5,72,1420,"Burgunderweg 1, 2540 Grenchen, SO",«GRATISMONAT: Sonnige 3.5-Zimmerwohnung über den Dächern von Grenchen»,,Burgunderweg 1,2540 Grenchen,SO
2.5,67,1340,"Bergstrasse 45, 4600 Olten, SO",«Gemütliche Terrassenwohnung»,Ganze Wohnung mit Laminat- resp. Vinylböden.Küche mit Glaskeramik-Rechaud.Grosser Balkon.Kleines Reduit.Wandschrank im Korridor.Ruhige Lage nähe Waldrand.,Bergstrasse 45,4600 Olten,SO
2.5,80,1500,"Selzacherstrasse 52, 2545 Selzach, SO",«Grosszügige 2.5-Zimmerwohnung mit Loggia und Galerie»,"Helle 2.5-Zimmerwohnung mit Loggia und Galerie- offene Küche, Granitabdeckung- Sanitärbereich mit begehbarer Dusche- Bodenbeläge in Parkett und Keramik- Waschen/Tumbler in der Wohnung integriert- Loggia- GalerieDer Carport mit integriertem Reduit ist im Mietzins nicht enhalten: CHF 90.-/Mt.Wir freuen uns, Ihnen diese charmante Wohnung zeigen zu dürfen.",Selzacherstrasse 52,2545 Selzach,SO
4.5,108,2020,"Hasenweid 14, 4600 Olten, SO",«Ruhig gelegene Ueberbauung am Waldrand»,Wohnen/Korridor und Schlafzimmer mit Parkettböden.Küche und Nassräume mit Plattenböden.Neue Küche mit Glaskeramik-Rechaud und Geschirrspüler.Neues Bad/WC und neue Dusche/WC. Eingangsbereich mit Einbauschränken und Garderobe.Einstellhallen- und Aussenparkplätze können dazu gemietet werden.,Hasenweid 14,4600 Olten,SO
4.5,94,1950,"Speiserstrasse 36, 4600 Olten, SO",«Sonnige Attikawohnung»,"Wohnzimmer/Korridor und Schlafzimmer mit Laminatböden.Neue Küche mit Glaskeramik-Rechaud, grossem Kühlschrank mit separatem Gefrierschrank und Geschirrspüler.Grosse, teilweise gedeckte Terrasse 38 m².Ruhige Lage nähe Waldrand.Einkaufsmöglichkeiten in der Nähe.",Speiserstrasse 36,4600 Olten,SO
2.5,65,1380,"Jurastrasse 10a, 4626 Niederbuchsiten, SO",«Wohnen im Grünen!»,"Wir vermieten eine helle 2½ Zimmer-Wohnung mit folgenden, hochwertigen Ausstattungshighlights:Wohnen:Moderner, praktischer Grundriss mit viel LichtParkett und PlattenbödenReduit mit eigener Waschmaschine und TumblerGrosser KellerSehr grosszügige Terrassen/Balkone ca. 13 m2Lage:Wohnungen im GrünenAutobahnanschluss in der NäheNahe Naherholungsgebiet und SchulenParkieren:Parkplätze in der Tiefgarage können dazu gemietet werden (CHF   125.00/Monat)Haben wir Ihr Interesse geweckt? Gerne beantworten wir Ihnen Ihre Fragen telefonisch oder per Mail.",Jurastrasse 10a,4626 Niederbuchsiten,SO
8.5,234,5000,"4612 Wangen b. Olten, SO",«Herrliche Aussicht mit schönem Pool»,,,4612 Wangen b. Olten,SO
4.5,80,1450,"Zelglistr. 3, 4600 Olten, SO",«Platz für die ganze Familie»,"An ruhiger und doch zentraler Lage vermieten wir eine grosszügige Wohnung. Hier einige Vorzüge:- Praktischer Grundriss- Lichtdurchflutete Wohnung aufgrund vieler Fensterfronten- Wohn- und Schlafbereich mit Parkett- Nasszellen mit pflegeleichtem Novilon- Abgeschlossene Küche- Bad mit Wanne und WC- Praktischer Einbauschrank im Korridor- Gut besonnter Balkon- Ruhige und kinderfreundliche Umgebung- Nähe Schulen, ÖV und Einkauf- Eine Garagenbox kann für CHF 150. dazu gemietet werden- Blaue Zonen unmittelbar bei der LiegenschaftHaben wir Ihr Interess",Zelglistr. 3,4600 Olten,SO
3.0,65,1230,"Mätteliweg 1, 4632 Trimbach, SO",«3-Zimmerwohnung 2. OG»,,Mätteliweg 1,4632 Trimbach,SO
4.0,79,1580,"Zuchwilerstrasse 50, 4500 Solothurn, SO",«Gepflegte 4 Zimmerwohnung»,,Zuchwilerstrasse 50,4500 Solothurn,SO
2.5,51,1005,"Mittelgäustr. 68, 4612 Wangen b. Olten, SO",«Suchen. Finden. Wohnen!»,"Wir vermieten nach Vereinbarung eine attraktive Wohnung mit folgenden Vorzügen:- Wohn- und Schlafbereich mit Parkett- Küche und Bad mit Platten- Küche mit Geschirrspüler und Glaskeramikherd- Bad mit Badewanne- Schwedenofen für gemütliche Stunden- Einbauschrank- Grosszügiger Balkon- Lift vorhanden- Keller- und Estrichabteil- Nähe BushaltestelleHinweis: Die Bilder stammen von einer anderen Wohnung, der Ausbaustandart ist jedoch derselbe.Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Anfrage!",Mittelgäustr. 68,4612 Wangen b. Olten,SO
3.5,82,2050,"Hauptstrasse 46, 4552 Derendingen, SO","«Hauptstrasse 46, Derendingen / 3.5-Zimmerwohnung»","Hier könnte Ihre neue Wohnung entstehenAn bester Lage im Zentrum von Derendingen könnte Ihre neue Wohnung entstehen. Lassen Sie sich von folgenden Vorzügen überzeugen:sehr zentral gelegengrosse Fenstergrosses Wohnzimmer mit offener Küche2 NasszellenReduitSitzplatz mit Sicht auf den GartenGemeinschaftsgarten vorhandenKellerabteilParkplätze können dazu gemietet werden.Die öffentlichen Verkehrsmittel, Verpflegungs- und Einkaufsmöglichkeiten sind in nur wenigen Gehminuten erreichbar.Zögern Sie nicht uns zu kontaktieren um sich selber einen Eindruck",Hauptstrasse 46,4552 Derendingen,SO
5.5,110,2400,"Hauptstrasse 46, 4552 Derendingen, SO","«Hauptstrasse 46, Derendingen / 5.5-Zimmerwohnung»","Hier könnte Ihre neue Wohnung entstehenAn bester Lage im Zentrum von Derendingen könnte Ihre neue Wohnung entstehen. Lassen Sie sich von folgenden Vorzügen überzeugen:sehr zentral gelegengrosse Fenstergrosses Wohnzimmer mit offener Küche2 NasszellenReduitSitzplatz mit Sicht auf den GartenGemeinschaftsgarten vorhandenKellerabteilParkplätze können dazu gemietet werden.Die öffentlichen Verkehrsmittel, Verpflegungs- und Einkaufsmöglichkeiten sind in nur wenigen Gehminuten erreichbar.Zögern Sie nicht uns zu kontaktieren um sich selber einen Eindruck",Hauptstrasse 46,4552 Derendingen,SO
4.5,112,1970,"Stauffacherweg 1, 4500 Solothurn, SO",«*Osteraktion* - Profitieren Sie jetzt!»,"Bei Vertragsabschluss bis Ende April 2023 schenken wir Ihnen einen Einkaufsgutschein von Migros im Wert von CHF 500.00!Suchen Sie eine Wohnung unweit des Zentrums von Solothurn? Einige Vorteile:- Wohnraum mit hellem Plattenboden- Schlafzimmer mit Parkett- Küche und Bäder Plattenboden- Grosszügige Küche- Mit Geschirrspüler, Glaskeramik, Granitabdeckung und sep. Tiefkühler- Bad/WC und sep. Dusche- Praktisches Reduit- Zwei Balkone - Eigene, abgetrennte Terrasse auf Flachdach ca. 80 m² - Freundliche Ueberbauung mit Spielplatz - Einstellplatz à CHF",Stauffacherweg 1,4500 Solothurn,SO
3.0,60,1130,"Däderizstrasse 10, 2540 Grenchen, SO",«Ihre Wohnung - Ihr Paradies»,"Profitieren Sie von diesem tollen Angebot: Wir schenken Ihnen einen Nettomietzinse und einen Einkaufgutscheiin im Wert von CHF 1'000.00 !Per sofort oder nach Vereinbarung vermieten wir diese helle 3.0-Zimmerwohnung. Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenNasszelle und Küche mit pflegeleichtem PlattenbodenModerne Küche mit Glaskeramikherd, Geschirrspüler, Backofen und genügend Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank, Badewanne und TageslichtGemütlicher Balkon",Däderizstrasse 10,2540 Grenchen,SO
4.5,116,2120,"Fröschengasse 1, 4624 Härkingen, SO",«Moderne Dachwohnung im Zentrum von Härkingen»,"Die Liegenschaft befindet sich an sonniger Wohnlage in der Nähe des Zentrums von Härkingen. Die Gemeinde hat einen Dorfladen sowie eine Metzgerei, dazu befindet sich im Nachbarsdorf Egerkingen das Einkaufszentrum ""Gäupark"" mit weiteren Einkaufsmöglichkeiten. Anschluss an grössere Ortschaften bietet die in unmittelbarer Nähe liegende Bushaltestelle sowie die Autobahnanschlüsse in Richtung Zürich-Bern sowie Basel-Luzern. Wir vermieten per sofort oder nach Vereinbarung diese schöne Neubau-Dachwohnung vom 2021 mit folgenden Vorteilen: - die offen z",Fröschengasse 1,4624 Härkingen,SO
4.5,107,1390,"Vorstadtstrasse 6+8, 4717 Mümliswil, SO",«Mehr Geld für die Einrichtung - 1 Mietzins geschenkt!»,"Bei Vertragsabschluss von diesem Bijou schenken wir Ihnen einen Mietzins sowie einen Wertgutschein eines TV-Jahresabos von einem der folgenden Streamingdienste: Netflix, Sky Sports, Disney+Diese schöne Maisonette Wohnung befindet sich in einem 6-Familienhaus im 2./ 3. Obergeschoss, verfügt über 107 m² und bietet folgende Ausstattung:- Grosszügige Küche mit Glaskeramik, Geschirrspüler - Zwei Nasszellen mit Dusche und Badewanne- Bodenbelag Wohn- und Schlafzimmer: Parkett- Cheminée- Eigene Waschmaschine / Tumbler- BalkonEin Aussenparkplatz kann fü",Vorstadtstrasse 6+8,4717 Mümliswil,SO
4.0,84,1850,"Birsweg 12, 4143 Dornach, SO",«Wohnung an der Birs!»,"Wir vermieten eine Wohnung in kinderfreundlicher Umgebung mit Spielplatz:- Moderne Küche mit Geschirrspüler und Glaskeramik- Alle Zimmer mit Parkettboden- Bad und Küche mit Plattenboden- Bad/WC mit Badewanne und Fenster- Separates WC- Praktisches Reduit- Eigener Waschturm im Bad- Balkon- Separater Keller- LiftEin Einstellplatz kann für CHF 100.00 / Monat dazu gemietet werden.Bitte beachten Sie, dass es sich um Beispielbilder handelt, welche den Ausbaustandard einer vergleichbaren Wohnung in der Liegenschaft präsentieren.Wir freuen uns auf Ihre",Birsweg 12,4143 Dornach,SO
3.5,137,2075,"Hauptgasse 25, 4624 Härkingen, SO","«Freie Aussicht, viel Wohnraum - 3.5-Zimmer Dachwohnung»",,Hauptgasse 25,4624 Härkingen,SO
4.5,99,1715,"Speiserstrasse 10, 4600 Olten, SO",«An ruhiger Lage nähe Waldrand»,"Ganze Wohnung neu gestrichen.Essen, Wohnen, und Korridor mit hellen Bodenplatten Neue Küche ausgestattet mit Glaskeramik, Backofen, Geschirrspüler und grossem Kühlschrank mit separatem Gefrierschrank.Zimmer mit Vinylboden.Grosser sonniger Balkon.Ruhige Lage.Einkaufsmöglichkeiten in der Nähe. Einstellhallenplätze können für CHF 105.00 im Monat dazu gemietet werden.Ihren Besichtigungstermin können Sie direkt mit Herrn Aellig vereinbaren unter 079 860 93 27.",Speiserstrasse 10,4600 Olten,SO
2.5,70,1400,"Kleinfeldstrasse 9, 4652 Winznau, SO",«Modern in Winznau»,,Kleinfeldstrasse 9,4652 Winznau,SO
3.0,68,1380,"Amthausquai 29, 4600 Olten, SO",«Sie sind viel unterwegs? Dann sind Sie hier genau richtig!»,"Wir vermieten per sofort oder nach Vereinbarung eine charmante und heimelige Wohnung, welche in einem ruhigen und doch zentral gelegenen Wohnquartier liegt.Oben genanntes Objekt befindet sich in unmittelbarer Nähe des Bahnhofs Olten. Der Stadtpark kann in wenigen Gehminuten erreicht werden. Geniessen Sie von Ihrem Balkon aus eine tolle Aussicht auf die AareDie Wohnung überzeugt Sie mit folgenden Eigenschaften: Wohn- und Schlafzimmer mit ParkettbodenAbschliessbare Küche mit grossem Kühlschrank inkl. GefrierfachGeschirrspüler ElectroluxKochfeld m",Amthausquai 29,4600 Olten,SO
3.0,62,1425,"Klarastrasse 12, 4600 Olten, SO","«""Wunderschöne 3-Zimmerwohnung in Olten, nahe Bahnhof""»","Wir vermieten per 01. April 2023 oder nach Vereinbarung eine wunderschöne und charmante Wohnung in der Nähe vom Bahnhof Olten.Die Wohnung ist topmodern und verfügt alles, was das Herz begehrt. Lichtdurchflutete Räume dank der grossen Fenster, elegante Bodenbeläge, charmantes Badezimmer und einen grossen Balkon für gemütliche Stunden. Die Wohnung verfügt über eine kontrollierte Lüftung und ist besonders für Allergiker geeignet. Die Wohnungen wie auch die Isolation entsprechen dem Minergiestandard.Die Heiz- & Betriebskostenabrechnung erfolgt über",Klarastrasse 12,4600 Olten,SO
